파일이름,mask_per
2011028_NG_18.tiff,1.22528076171875
2011028_NG_19.tiff,0.1617431640625
2011028_OK_103.tiff,3.29742431640625
2011028_OK_137.tiff,3.20281982421875
2011028_OK_14.tiff,1.30615234375
2011028_OK_166.tiff,0.0701904296875
2011028_OK_171.tiff,2.41241455078125
2011028_OK_230.tiff,3.22265625
2011028_OK_68.tiff,1.3702392578125
211102_NG_10.tiff,3.106689453125
211102_NG_17.tiff,2.7679443359375
211102_NG_29.tiff,2.94952392578125
211102_NG_4.tiff,2.85186767578125
211112_NG_18.tiff,3.24554443359375
211112_NG_36.tiff,0.23956298828125
211112_NG_4.tiff,3.08837890625
211112_NG_44.tiff,2.77099609375
211112_NG_46.tiff,0.82855224609375
211112_NG_49.tiff,0.6256103515625
211112_NG_61.tiff,2.667236328125
211112_NG_66.tiff,1.995849609375
211112_NG_7.tiff,1.7608642578125
211112_OK_120.tiff,1.0772705078125
211112_OK_135.tiff,1.43280029296875
211112_OK_139.tiff,3.08837890625
211112_OK_142.tiff,0.7843017578125
211112_OK_15.tiff,2.777099609375
211112_OK_151.tiff,1.39923095703125
211112_OK_161.tiff,0.8758544921875
211112_OK_169.tiff,1.10321044921875
211112_OK_175.tiff,0.50201416015625
211112_OK_180.tiff,1.1932373046875
211112_OK_190.tiff,1.8463134765625
211112_OK_209.tiff,3.19061279296875
211112_OK_219.tiff,1.92108154296875
211112_OK_233.tiff,1.53961181640625
211112_OK_242.tiff,2.68096923828125
211112_OK_245.tiff,1.49078369140625
211112_OK_246.tiff,2.90679931640625
211112_OK_249.tiff,0.1434326171875
211112_OK_264.tiff,1.32598876953125
211112_OK_281.tiff,0.58135986328125
211112_OK_307.tiff,1.00555419921875
211112_OK_313.tiff,1.220703125
211112_OK_318.tiff,0.299072265625
211112_OK_329.tiff,2.97393798828125
211112_OK_352.tiff,1.6845703125
211112_OK_361.tiff,1.06964111328125
211112_OK_362.tiff,0.6927490234375
211112_OK_388.tiff,1.68914794921875
211112_OK_404.tiff,3.14178466796875
211112_OK_408.tiff,3.265380859375
211112_OK_411.tiff,1.800537109375
211112_OK_432.tiff,0.958251953125
211112_OK_438.tiff,0.44403076171875
211112_OK_439.tiff,2.60162353515625
211112_OK_440.tiff,0.68817138671875
211112_OK_445.tiff,3.19061279296875
211112_OK_448.tiff,3.23944091796875
211112_OK_457.tiff,1.904296875
211112_OK_462.tiff,0.787353515625
211112_OK_465.tiff,1.312255859375
211112_OK_469.tiff,0.4608154296875
211112_OK_472.tiff,1.79290771484375
211112_OK_478.tiff,2.12554931640625
211112_OK_488.tiff,1.23748779296875
211112_OK_490.tiff,3.03497314453125
211112_OK_492.tiff,1.312255859375
211112_OK_500.tiff,1.214599609375
211112_OK_501.tiff,1.29547119140625
211112_OK_505.tiff,1.971435546875
211112_OK_506.tiff,2.04010009765625
211112_OK_508.tiff,0.81634521484375
211112_OK_509.tiff,0.848388671875
211112_OK_511.tiff,1.2542724609375
211112_OK_513.tiff,3.271484375
211112_OK_517.tiff,3.08685302734375
211112_OK_52.tiff,3.23944091796875
211112_OK_527.tiff,0.13275146484375
211112_OK_528.tiff,3.26690673828125
211112_OK_531.tiff,3.01666259765625
211112_OK_55.tiff,0.567626953125
211112_OK_557.tiff,3.1768798828125
211112_OK_562.tiff,1.1260986328125
211112_OK_572.tiff,0.92620849609375
211112_OK_589.tiff,1.27716064453125
211112_OK_591.tiff,0.6744384765625
211112_OK_593.tiff,2.76031494140625
211112_OK_596.tiff,3.1768798828125
211112_OK_601.tiff,1.22833251953125
211112_OK_615.tiff,3.2745361328125
211112_OK_68.tiff,0.5615234375
211112_OK_70.tiff,0.70953369140625
211112_OK_78.tiff,1.4068603515625
211112_OK_85.tiff,1.64794921875
211112_OK_91.tiff,2.13165283203125
